Query,Query Time [ms],Allocation Time [ms]
CD1,962.0,58.0
CD2,237.0,1.0
CD3,1104.0,0.0
CD4,329.0,1.0
CD5,465.0,1.0
CD6,3217.0,19.0
CD7,1204.0,1.0
LS1,246.0,6.0
LS2,354.0,9.0
LS3,22904.0,659.0
LS4,614.0,10.0
LS5,23328.0,1500.0
LS6,663719.0,64.0
LS7,16334.0,78.0
LD1,1083.0,1.0
LD2,532.0,1.0
LD3,916.0,4.0
LD4,3167.0,2.0
LD5,597.0,1.0
LD6,561.0,1.0
LD7,2938.0,2.0
LD8,785.0,2.0
LD9,427.0,1.0
LD10,420.0,1.0
LD11,3144.0,2.0
