Limit,Integer Runtime,Integer Utility,Greedy Runtime,Greedy Utility
1,0.02067699,0.0,0.001290415,0.0,
2,0.00167003,0.0,4.02697E-4,0.0,
3,0.002794185,0.0,3.84964E-4,0.0,
4,0.02985371,3.211814,4.75169E-4,3.211814,
5,0.034239765,2.8082905,5.29999E-4,2.8082905,
6,0.012488044,3.0690813,4.96281E-4,3.0690813,
7,0.008586358,7.048168,4.6666E-4,7.0481687,
8,0.013546539,2.9274886,3.92341E-4,2.9274888,
9,0.02164763,11.23162,7.01079E-4,11.231621,
10,0.015866961,10.417974,0.001471197,6.0847306,
11,0.014639848,15.341494,4.87394E-4,15.341494,
12,0.01612573,15.223341,6.36873E-4,15.223341,
13,0.03352871,24.340525,5.54583E-4,24.340525,
14,0.04855925,14.004071,4.87219E-4,13.808358,
15,0.03863071,18.555601,6.16352E-4,12.754909,
16,0.0438008,17.757627,4.09954E-4,13.845101,
17,0.033973932,17.386028,4.83702E-4,17.283653,
18,0.03789882,26.370583,4.73725E-4,26.370583,
19,0.028880008,30.609175,5.12711E-4,26.199856,
20,0.07701772,26.161938,5.89613E-4,25.21873,
21,0.052641023,30.502804,4.49215E-4,30.439075,
22,0.04434536,39.2359,5.37275E-4,39.2359,
23,0.038619153,44.28797,5.36713E-4,40.018085,
24,0.037939377,38.253716,6.97668E-4,33.49307,
25,0.041825373,28.337029,6.45686E-4,23.311169,
26,0.1386995,42.948547,7.52099E-4,38.434273,
27,0.061243553,37.23735,4.94467E-4,32.913036,
28,0.119678006,41.950764,6.09607E-4,41.104263,
29,0.033229902,45.702377,5.31451E-4,32.304512,
30,0.093168356,45.82469,7.60064E-4,45.010624,
31,0.051192593,64.92222,7.17533E-4,55.657455,
32,0.54963505,45.06702,8.76127E-4,40.16295,
33,0.5917411,49.67919,8.78303E-4,49.67736,
34,0.06327824,58.65585,0.001055283,53.80588,
35,0.039091133,52.609055,6.78673E-4,43.49523,
36,0.02531018,62.19792,8.56835E-4,62.19792,
37,2.0841835,62.44883,9.41219E-4,42.344826,
38,0.056808412,56.163246,0.001447527,52.422367,
39,1.0991148,56.506065,0.001172336,46.449768,
40,0.057959422,70.05349,0.001706483,70.05349,
41,36.016125,65.78665,0.001438667,55.593094,
42,0.7797038,69.986855,0.001271891,69.986855,
43,0.06951254,68.645164,0.001294444,63.928547,
44,159.84608,64.309784,0.001591269,63.6688,
45,0.10516278,78.168106,0.001711393,68.10601,
46,2.3987188,73.105545,0.001887333,68.56395,
47,0.17211564,82.14232,0.001986965,72.16845,
48,1.3868661,76.62937,0.001499162,67.356064,
49,0.060882572,80.82814,0.001561408,65.673645,
50,0.44983143,85.72413,0.002113462,75.48617,
51,0.13989405,80.21527,0.003103985,70.74691,
52,0.1303379,84.56058,0.001581572,59.9601,
53,14.045105,84.69649,0.002021206,84.622955,
54,1.0743127,88.58888,0.002118427,73.6472,
55,0.14949328,88.16123,0.002617177,78.111465,
56,24.281359,93.220566,0.00291988,93.220566,
57,0.094429575,96.714584,0.002821445,77.553154,
58,0.8206623,91.79045,0.002747899,82.80693,
59,0.07767599,105.758995,0.002904937,105.758995,
60,14.900245,101.24389,0.003044139,95.842995,
61,26.317875,125.54396,0.003713343,115.441025,
62,0.20843972,94.165855,0.002461491,64.99251,
63,16.477121,124.4866,0.003504379,99.92938,
64,10.437267,113.82493,0.003062675,83.39885,
65,27.35452,113.69152,0.004380086,103.53599,
66,17.59201,103.05147,0.005100955,92.593895,
67,0.14859723,111.62509,0.003997557,111.508575,
68,1.0444361,121.49248,0.004121902,106.547195,
69,3.0917418,141.2751,0.006698182,131.2189,
70,0.3466566,115.38327,0.005223017,101.63435,
71,0.34418985,109.64621,0.003896633,90.37121,
72,0.18773828,119.16928,0.005170542,114.83396,
73,481.3284,129.79329,0.005362141,124.820435,
74,1.0475304,133.46835,0.005464779,124.38611,
75,0.1740352,122.88861,0.004928211,112.93282,
76,15.73668,127.97624,0.005917155,122.49075,
77,64.95681,147.70747,0.006693266,147.70746,
78,164.32828,147.16724,0.007091164,146.37663,
79,0.10225542,150.79007,0.006401256,135.79391,
80,0.050546966,135.0153,0.006110135,135.01529,
81,17.097313,125.21345,0.005414353,125.213455,
82,0.88249767,144.35274,0.006530011,144.20857,
83,0.9479487,143.96547,0.006593401,133.73615,
84,201.97827,138.90797,0.006753865,138.46378,
85,7.4798613,147.94139,0.007828882,147.94139,
86,9.206008,147.61523,0.008150651,143.26492,
87,0.24964045,147.18143,0.007058127,126.70009,
88,8.210642,156.67424,0.009260636,141.52448,
89,205.86691,156.22182,0.008936795,146.6432,
90,284.96005,156.20535,0.009082742,145.82712,
