Query,Query Time [ms],Allocation Time [ms]
CD1,974,0
CD2,182,0
CD3,3178,0
CD4,260,0
CD5,489,0
CD6,946,0
CD7,498,0
LS1,135,0
LS2,159,0
LS3,11708,0
LS4,300,0
LS5,5137,0
LS6,180933,0
LS7,6646,0
LD1,311,0
LD2,182,0
LD3,367,0
LD4,855,0
LD5,204,0
LD6,427,0
LD7,687,0
LD8,334,0
LD9,237,0
LD10,217,0
LD11,758,0
